;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,6;7,176482032332564;2,0;1,0;2,0
1;19,2;7,625809291666667;1,0;4,0;4,0
2;38,3;7,840349622685186;1,0;8,0;8,0
3;38,043956043956044;7,3041500669745965;2,0;4,0;8,0
4;66,45054945054945;7,589920768518518;2,0;7,0;14,0
5;29,84536082474227;134,5028244814815;3,0;5,0;15,0
6;75,12222222222222;11,209621680851065;1,0;16,0;16,0
7;76,67777777777778;8,18289449187935;2,0;8,0;16,0
8;86,22222222222223;7,856637835648148;2,0;9,0;18,0
9;33,97959183673469;152,96930233566434;3,0;6,0;18,0
10;95,77777777777777;7,932847766203704;2,0;10,0;20,0
11;105,06666666666666;7,98494652900232;2,0;11,0;22,0
12;113,45054945054945;8,396076139211138;2,0;12,0;24,0
13;131,97802197802199;8,813892526806526;2,0;14,0;28,0
14;50,8494623655914;274,3590970833333;1,0;30,0;30,0
15;139,23076923076923;11,165215512941176;2,0;15,0;30,0
16;49,287234042553195;323,9968107553957;1,0;32,0;32,0
17;135,16483516483515;29,53267268831169;2,0;16,0;32,0
18;68,63541666666667;212,56620537130803;4,0;10,0;40,0
19;49,53;807,07012316;1,0;64,0;64,0
