;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;7,2;74,92275461846154;1,0;2,0;2,0
1;13,577777777777778;92,77378091830066;1,0;4,0;4,0
2;24,363636363636363;127,9042836360294;1,0;8,0;8,0
3;25,18888888888889;115,16663225704225;2,0;4,0;8,0
4;42,15555555555556;176,6624828680851;1,0;16,0;16,0
5;46,59550561797753;145,6238013783784;2,0;8,0;16,0
6;42,31868131868132;424,0076747542373;1,0;32,0;32,0
7;79,41111111111111;204,3912020502283;2,0;16,0;32,0
8;40,649484536082475;945,2316441964285;1,0;64,0;64,0
9;85,51648351648352;425,15641271428575;2,0;32,0;64,0
10;84,83695652173913;501,9547033584906;2,0;36,0;72,0
11;134,3181818181818;302,0530609285714;3,0;24,0;72,0
