;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;7,030075187969925;0,010683829831932773;1,0;2,0;2,0
1;13,865671641791044;0,01218070338983051;1,0;4,0;4,0
2;27,50375939849624;0,013671756929637525;1,0;8,0;8,0
3;41,37777777777778;0,014021542372881357;1,0;12,0;12,0
4;52,364285714285714;0,014641728051391863;1,0;16,0;16,0
5;68,31343283582089;0,013625310492505354;2,0;10,0;20,0
6;50,2;0,0819830451807229;1,0;22,0;22,0
7;82,49253731343283;0,013811698312236288;2,0;12,0;24,0
8;95,5223880597015;0,013591373931623931;2,0;14,0;28,0
9;100,13103448275862;0,014345047516198703;2,0;16,0;32,0
10;109,00751879699249;0,03579575669099756;2,0;18,0;36,0
11;105,15037593984962;0,06983325779036827;2,0;20,0;40,0
12;104,9172932330827;0,09511704761904761;2,0;22,0;44,0
13;101,57894736842105;0,21080331797235022;2,0;32,0;64,0
