;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,651685393258427;7,248658281105991;2,0;1,0;2,0
1;19,043956043956044;7,521518833718245;1,0;4,0;4,0
2;38,388888888888886;7,796776505773672;1,0;8,0;8,0
3;38,065934065934066;7,698064115473441;2,0;4,0;8,0
4;67,26666666666667;7,932460362586605;2,0;7,0;14,0
5;32,275510204081634;109,77484468307692;3,0;5,0;15,0
6;76,18888888888888;9,209764293023257;1,0;16,0;16,0
7;76,84444444444445;7,924633270207852;2,0;8,0;16,0
8;85,51648351648352;8,059815395833333;2,0;9,0;18,0
9;37,27835051546392;123,9634349483871;3,0;6,0;18,0
10;95,72222222222223;8,950755366589327;2,0;10,0;20,0
11;105,41111111111111;8,10043824537037;2,0;11,0;22,0
12;113,74725274725274;8,35955774537037;2,0;12,0;24,0
13;132,24175824175825;9,247948844186046;2,0;14,0;28,0
14;62,623655913978496;210,8377392459893;1,0;30,0;30,0
15;141,23076923076923;9,576811515151515;2,0;15,0;30,0
16;59,46236559139785;260,04575040588236;1,0;32,0;32,0
17;143,14583333333334;9,588937578088577;2,0;16,0;32,0
18;73,82474226804123;190,52402581102362;4,0;10,0;40,0
19;60,09090909090909;656,8352565853659;1,0;64,0;64,0
