;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9,71111111111111;5,556470729977117;1,0;2,0;2,0
1;19,46067415730337;5,5480391189931355;1,0;4,0;4,0
2;38,77777777777778;5,910348897025171;1,0;8,0;8,0
3;38,9;5,54008800456621;2,0;4,0;8,0
4;77,15555555555555;6,138834167431193;1,0;16,0;16,0
5;77,43333333333334;5,854075592677345;2,0;8,0;16,0
6;97,85227272727273;100,49087270212766;1,0;32,0;32,0
7;155,24719101123594;6,190766201834862;2,0;16,0;32,0
8;182,26136363636363;147,8015016015936;2,0;32,0;64,0
9;346,59550561797755;10,175569395784544;3,0;24,0;72,0
