;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;9.662921348314606;5.6898981;1.0;2.0;2.0
1;19.325842696629213;5.7831324;1.0;4.0;4.0
2;19.325842696629213;5.6349558;2.0;2.0;4.0
3;38.46666666666667;7.003214799999999;1.0;8.0;8.0
4;24.1123595505618;5.767235299999999;2.0;4.0;8.0
5;9.655555555555555;;1.0;16.0;16.0
6;115.79775280898876;5.5570086;3.0;8.0;24.0
7;53.1123595505618;7.4037847999999995;3.0;10.0;30.0
8;65.42045454545455;204.51845;1.0;32.0;32.0
9;134.95505617977528;;2.0;19.0;38.0
10;142.8505747126437;53.33068060000005;2.0;26.0;52.0
11;278.73;5.913330000000001;4.0;18.0;72.0
