;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;7,133333333333334;79,8650142795031;1,0;2,0;2,0
1;13,685393258426966;93,72923396078431;1,0;4,0;4,0
2;24,31111111111111;125,72381857818182;1,0;8,0;8,0
3;25,133333333333333;119,1488989680851;2,0;4,0;8,0
4;28,566666666666666;347,9814441699346;1,0;16,0;16,0
5;44,60674157303371;160,96375024096383;2,0;8,0;16,0
6;27,5625;764,7440922195123;1,0;32,0;32,0
7;57,285714285714285;339,6037800251572;2,0;16,0;32,0
8;26,255555555555556;1301,6842261764705;1,0;64,0;64,0
9;54,022222222222226;746,5982432345679;2,0;32,0;64,0
10;55,10989010989011;948,9491762777778;2,0;36,0;72,0
11;81,52173913043478;626,47783493;3,0;24,0;72,0
