;avg_throughput;latency_90th;n_clients;threads_per_client;total_threads
0;7,067669172932331;0,010831799163179915;1,0;2,0;2,0
1;14,052631578947368;0,01102141841004184;1,0;4,0;4,0
2;28,105263157894736;0,01083241841004184;1,0;8,0;8,0
3;42,1578947368421;0,011072968421052633;1,0;12,0;12,0
4;56,37593984962406;0,010641039832285116;1,0;16,0;16,0
5;69,39097744360902;0,012293621276595744;2,0;10,0;20,0
6;76,49624060150376;0,013553802966101695;1,0;22,0;22,0
7;83,84962406015038;0,011212175475687104;2,0;12,0;24,0
8;97,0827067669173;0,012354636942675159;2,0;14,0;28,0
9;101,3013698630137;0,012106919491525424;2,0;16,0;32,0
10;124,48872180451127;0,012373208955223881;2,0;18,0;36,0
11;137,17293233082708;0,014026115631691649;2,0;20,0;40,0
12;140,42105263157896;0,026415486175115205;2,0;22,0;44,0
13;130,25563909774436;0,12830839114391143;2,0;32,0;64,0
